chromosome	location	beta_diet	se_beta_diet	pvalue	info
chr10	18909915	0.009745	0.3333	0.975260677	chr10_18909915
chr10	18910538	-0.4343	0.3357	0.169623259	chr10_18910538
chr10	1891275	-0.7792	0.7138	0.119071667	chr10_1891275
chr10	1891418	-0.1725	0.4028	0.639864722	chr10_1891418
chr10	1891476	-0.01902	0.3057	0.947898424	chr10_1891476
chr10	1891524	-0.1951	0.451	0.627898803	chr10_1891524
chr10	1891528	-0.3079	0.4557	0.447817245	chr10_1891528
chr10	1891541	0.1371	0.4886	0.747756539	chr10_1891541
chr10	1891565	0.1464	0.7464	0.768200862	chr10_1891565
chr10	1891572	0.215	0.2581	0.388564176	chr10_1891572
chr10	1891588	-0.5296	0.2578	0.033488778	chr10_1891588
chr10	18915986	-0.1358	0.4714	0.743933433	chr10_18915986
chr10	18915996	-0.003995	0.6348	0.993501436	chr10_18915996
chr10	18916018	-0.2708	0.6687	0.585994278	chr10_18916018
chr10	18916099	-1.165	0.5489	0.011112916	chr10_18916099
chr10	18916143	-0.1241	0.6249	0.799205873	chr10_18916143
chr10	1891638	-0.2433	0.2968	0.390657912	chr10_1891638
chr10	18921456	-1.001	0.5253	0.025127303	chr10_18921456
chr10	18921709	0.5331	0.7231	0.28582852	chr10_18921709
chr10	1892970	0.1121	0.2837	0.680290876	chr10_1892970
chr10	1893	1.328	0.7248	0.007827621	chr10_1893
chr10	1893033	0.7988	0.5749	0.089481185	chr10_1893033
chr10	1893037	-0.4667	0.7186	0.350354633	chr10_1893037
chr10	1893189	0.2631	0.56	0.570659961	chr10_1893189
chr10	1893362	0.1045	0.1686	0.529472192	chr10_1893362
chr10	1893372	-0.2342	0.1916	0.212980407	chr10_1893372
chr10	1893407	-0.2184	0.3754	0.530209257	chr10_1893407
chr10	1893475	-0.1923	0.2429	0.414428248	chr10_1893475
chr10	1893536	-0.1589	0.443	0.689089068	chr10_1893536
chr10	1893638	-0.7079	0.4396	0.07299672	chr10_1893638
chr10	18940907	0.0893	0.41	0.811261643	chr10_18940907
chr10	18940982	0.7066	0.383	0.045803646	chr10_18940982
chr10	18940988	0.2392	0.2561	0.333927221	chr10_18940988
chr10	18940990	0.2355	0.2298	0.292348199	chr10_18940990
chr10	18940999	0.1921	0.4257	0.617990046	chr10_18940999
chr10	18941075	0.4462	0.274	0.09040426	chr10_18941075
chr10	18941310	0.174	0.3015	0.544992675	chr10_18941310
chr10	1894147	-0.1038	0.5485	0.820947152	chr10_1894147
chr10	18941649	-0.617	0.6278	0.206723182	chr10_18941649
chr10	18943987	-0.438	0.7159	0.380880857	chr10_18943987
chr10	18946462	0.05057	0.5041	0.907529077	chr10_18946462
chr10	18946508	-0.2832	0.434	0.468879281	chr10_18946508
chr10	18946528	0.5403	0.3705	0.11640694	chr10_18946528
chr10	18949157	0.1563	0.3254	0.611468875	chr10_18949157
chr10	18949530	0.4169	0.7983	0.385873483	chr10_18949530
chr10	18949536	0.346	0.7233	0.488470384	chr10_18949536
chr10	18950278	-0.4685	0.293	0.0944509	chr10_18950278
chr10	18950329	-0.2699	0.4977	0.531818762	chr10_18950329
chr10	18950794	-0.7016	0.4918	0.101331606	chr10_18950794
chr10	18950825	0.3746	0.3893	0.296184113	chr10_18950825
chr10	18950853	-0.773	0.4714	0.062977658	chr10_18950853
chr10	18959610	-0.2871	0.2849	0.293125245	chr10_18959610
chr10	18959655	-0.3907	0.2798	0.145822242	chr10_18959655
chr10	1895989	0.297	0.3987	0.416634671	chr10_1895989
chr10	1895998	0.2322	0.3465	0.474988459	chr10_1895998
chr10	1896	0.5287	0.6479	0.284043667	chr10_1896
chr10	1896075	-0.1055	0.7404	0.832117199	chr10_1896075
chr10	1896301	-0.1292	0.2412	0.580981802	chr10_1896301
chr10	1896313	0.02339	0.2047	0.907068702	chr10_1896313
chr10	1896354	-0.3095	0.3093	0.292687658	chr10_1896354
chr10	1896407	0.3176	0.4902	0.457278462	chr10_1896407
chr10	18964749	-0.1453	0.5375	0.748535807	chr10_18964749
chr10	1896560	0.1669	0.2799	0.534526787	chr10_1896560
chr10	1896609	0.07619	0.1851	0.67532338	chr10_1896609
chr10	18966359	-0.05452	0.291	0.844744147	chr10_18966359
chr10	1896640	-0.1084	0.1988	0.57795325	chr10_1896640
chr10	1897612	-0.06492	0.2898	0.814937809	chr10_1897612
chr10	1897711	0.1749	0.4607	0.668843288	chr10_1897711
chr10	1897744	0.008304	0.3203	0.978166603	chr10_1897744
chr10	18979730	0.2669	0.3534	0.419476383	chr10_18979730
chr10	1897997	-0.4821	0.49	0.259041623	chr10_1897997
chr10	1898117	-0.5123	0.507	0.24107929	chr10_1898117
chr10	1898283	0.5958	0.5187	0.179107471	chr10_1898283
chr10	1898362	-0.2276	0.7596	0.645017751	chr10_1898362
chr10	1898466	-0.2087	0.4087	0.575816555	chr10_1898466
chr10	1898478	-0.379	0.46	0.353451801	chr10_1898478
chr10	1898542	-0.1201	0.3593	0.72020896	chr10_1898542
chr10	1898584	-0.0573	0.3602	0.864597475	chr10_1898584
chr10	1898633	-0.1815	0.5791	0.700652216	chr10_1898633
chr10	1898770	0.02697	0.6062	0.955389104	chr10_1898770
chr10	1898797	-0.1933	0.6425	0.69460311	chr10_1898797
chr10	1898871	-0.1248	0.4519	0.756879774	chr10_1898871
chr10	1898915	-0.6743	0.583	0.154573556	chr10_1898915
chr10	18990119	-0.1523	0.4014	0.67868362	chr10_18990119
chr10	1899031	0.3567	0.3589	0.286960929	chr10_1899031
chr10	1901288	-0.604	0.4398	0.126219419	chr10_1901288
chr10	1901306	-0.2041	0.344	0.527466816	chr10_1901306
chr10	190147	0.5671	0.3684	0.09775881	chr10_190147
chr10	190157	0.06057	0.2844	0.824198569	chr10_190157
chr10	1901854	0.4929	0.4882	0.247330165	chr10_1901854
chr10	1901885	-0.4732	0.6514	0.33835013	chr10_1901885
chr10	1901956	-0.3545	0.4989	0.412280309	chr10_1901956
chr10	1902	0.778	0.7232	0.119315887	chr10_1902
chr10	1902038	-0.1274	0.443	0.748378429	chr10_1902038
chr10	1902104	-0.3328	0.3247	0.278514644	chr10_1902104
chr10	1902127	-0.9552	0.6496	0.053101929	chr10_1902127
chr10	1902495	-0.2827	0.1992	0.147561042	chr10_1902495
chr10	190273	0.2493	0.212	0.228862305	chr10_190273
chr10	190280	0.6189	0.2681	0.016566552	chr10_190280
chr10	1903066	-0.05004	0.252	0.837420875	chr10_1903066
chr10	1903078	0.2992	0.4644	0.466933834	chr10_1903078
chr10	1903094	0.2622	0.5688	0.575161042	chr10_1903094
chr10	1903113	0.3665	0.5097	0.403288321	chr10_1903113
chr10	1903934	0.3437	0.4254	0.371989967	chr10_1903934
chr10	1903940	0.7252	0.5202	0.102610779	chr10_1903940
chr10	1903951	0.6313	0.4944	0.141834102	chr10_1903951
chr10	1904047	-0.1419	0.3758	0.683669406	chr10_1904047
chr10	190410	0.5282	0.4051	0.153829459	chr10_190410
chr10	1904141	0.2721	0.3195	0.368785823	chr10_1904141
chr10	1904194	-0.2711	0.4689	0.512735984	chr10_1904194
chr10	1904222	-0.0322	0.3802	0.927040735	chr10_1904222
chr10	1904309	-0.5854	0.685	0.240786161	chr10_1904309
chr10	1904354	-0.6037	0.478	0.150469827	chr10_1904354
chr10	190436	0.6562	0.4227	0.086720398	chr10_190436
chr10	1904373	-0.2712	0.7408	0.585753283	chr10_1904373
chr10	1905625	-0.2188	0.4368	0.577632564	chr10_1905625
chr10	1905627	-0.2663	0.4344	0.496125057	chr10_1905627
chr10	1905664	0.4246	0.5115	0.334020957	chr10_1905664
chr10	1905669	-0.2712	0.4743	0.516019611	chr10_1905669
chr10	1905719	0.775	0.4138	0.039658883	chr10_1905719
chr10	1905773	0.5511	0.3423	0.086620095	chr10_1905773
chr10	1907783	0.4538	0.8142	0.337058859	chr10_1907783
chr10	1907881	0.4299	0.2727	0.101304817	chr10_1907881
chr10	19097424	0.1492	0.4741	0.720774352	chr10_19097424
chr10	19097431	0.1148	0.4997	0.790835839	chr10_19097431
chr10	19097463	-0.241	0.497	0.576289999	chr10_19097463
chr10	19097494	-0.9165	0.5661	0.049533626	chr10_19097494
chr10	1910738	0.6124	0.8319	0.184651827	chr10_1910738
chr10	19130938	0.2333	0.3662	0.493570252	chr10_19130938
chr10	19130953	0.04027	0.3961	0.911836378	chr10_19130953
chr10	19130999	-0.2956	0.4432	0.456856919	chr10_19130999
chr10	19131054	0.2115	0.4364	0.590131997	chr10_19131054
chr10	19135647	0.008418	0.2957	0.976225997	chr10_19135647
chr10	1913605	0.1141	0.3214	0.707734677	chr10_1913605
chr10	1913637	-0.5018	0.5912	0.292618776	chr10_1913637
chr10	1914049	0.2836	0.552	0.537799429	chr10_1914049
chr10	1914076	0.4176	0.49	0.328244359	chr10_1914076
chr10	1914099	-0.1786	0.4088	0.632140101	chr10_1914099
chr10	19144639	0.3328	0.2312	0.138998063	chr10_19144639
chr10	19144847	-0.3733	0.4004	0.308946111	chr10_19144847
chr10	19147146	0.02393	0.1662	0.883910412	chr10_19147146
chr10	19147152	-0.0194	0.185	0.915021602	chr10_19147152
chr10	19147160	-0.2768	0.1895	0.136845595	chr10_19147160
chr10	19147163	-0.3233	0.2291	0.147133028	chr10_19147163
chr10	19147168	-0.4456	0.1912	0.017579971	chr10_19147168
chr10	19147173	-0.2916	0.2012	0.138990461	chr10_19147173
chr10	19147175	-0.3933	0.286	0.151252805	chr10_19147175
chr10	19147190	-0.3219	0.1923	0.088048418	chr10_19147190
chr10	19147194	-0.1897	0.1902	0.309669212	chr10_19147194
chr10	19147197	-0.2865	0.2198	0.181505845	chr10_19147197
chr10	19147208	-0.1231	0.2304	0.582964204	chr10_19147208
chr10	19147210	-0.5739	0.2996	0.044666492	chr10_19147210
chr10	19147212	-0.3342	0.1972	0.083867886	chr10_19147212
chr10	19147222	-0.2824	0.2712	0.27932269	chr10_19147222
chr10	19147224	-0.3083	0.2285	0.165777558	chr10_19147224
chr10	19147239	-0.1782	0.4609	0.663077321	chr10_19147239
chr10	19147248	-0.264	0.3721	0.44464416	chr10_19147248
chr10	19147259	0.3455	0.3223	0.257461765	chr10_19147259
chr10	19147261	-0.08689	0.3777	0.803783339	chr10_19147261
chr10	19147264	0.2533	0.332	0.418613461	chr10_19147264
chr10	19147267	-0.2064	0.2658	0.42053181	chr10_19147267
chr10	19147279	-0.1819	0.2866	0.507668129	chr10_19147279
chr10	19147281	-0.3549	0.3328	0.258110373	chr10_19147281
chr10	19147284	0.04107	0.2844	0.880268054	chr10_19147284
chr10	19147292	-0.1991	0.2183	0.350000504	chr10_19147292
chr10	19147295	-0.2621	0.2395	0.259671482	chr10_19147295
chr10	19147301	-0.2256	0.3075	0.440697609	chr10_19147301
chr10	19147304	-0.1429	0.2528	0.55905472	chr10_19147304
chr10	19147306	-0.3933	0.3045	0.175092859	chr10_19147306
chr10	19147309	-0.3716	0.3028	0.197863243	chr10_19147309
chr10	19147312	-0.1714	0.224	0.432377715	chr10_19147312
chr10	19147316	0.1276	0.3514	0.69812394	chr10_19147316
chr10	19147328	-0.2045	0.3735	0.555030489	chr10_19147328
chr10	19147406	-0.2328	0.513	0.597036926	chr10_19147406
chr10	19147412	0.1869	0.5214	0.674428273	chr10_19147412
chr10	19147445	-0.4691	0.4934	0.274365667	chr10_19147445
chr10	19147448	-0.2749	0.6781	0.581233463	chr10_19147448
chr10	19147454	-0.3095	0.5009	0.475286399	chr10_19147454
chr10	19147456	-0.7263	0.4446	0.068186994	chr10_19147456
chr10	19147463	-0.522	0.4707	0.208776658	chr10_19147463
chr10	19147473	-0.01261	0.5127	0.977146231	chr10_19147473
chr10	19147475	-0.8402	0.5194	0.058356609	chr10_19147475
chr10	19147623	0.7037	0.4553	0.082574276	chr10_19147623
chr10	19147663	-0.08471	0.4841	0.841496695	chr10_19147663
chr10	19147669	0.01016	0.2628	0.968038124	chr10_19147669
chr10	19147688	-0.1944	0.2448	0.412764717	chr10_19147688
chr10	19147709	0.1477	0.2293	0.508120838	chr10_19147709
chr10	19147718	0.2937	0.23	0.189474923	chr10_19147718
chr10	19147721	0.02916	0.2791	0.91335933	chr10_19147721
chr10	19147797	-0.291	0.4115	0.437804105	chr10_19147797
chr10	19148015	-0.0197	0.6398	0.968042074	chr10_19148015
chr10	19148027	0.2353	0.6336	0.631215662	chr10_19148027
chr10	19148067	-0.5118	0.6102	0.289742717	chr10_19148067
chr10	19148076	-0.1614	0.6928	0.746650348	chr10_19148076
chr10	19148078	-0.3749	0.46	0.358683471	chr10_19148078
chr10	19148092	0.5002	0.6273	0.305885463	chr10_19148092
chr10	1915337	0.5746	0.6997	0.250370626	chr10_1915337
chr10	1915395	-0.3718	0.2545	0.130878901	chr10_1915395
chr10	1915428	0.09061	0.4675	0.826452929	chr10_1915428
chr10	1915472	0.6816	0.3596	0.042222395	chr10_1915472
chr10	1915786	0.02284	0.7552	0.963199722	chr10_1915786
chr10	1917	0.7949	0.7181	0.111703884	chr10_1917
chr10	19171725	0.3518	0.667	0.478999087	chr10_19171725
chr10	1920	0.06501	0.3974	0.858511226	chr10_1920
chr10	1920148	-0.1501	0.567	0.747922247	chr10_1920148
chr10	1921636	0.1709	0.4962	0.691589242	chr10_1921636
chr10	1921695	0.8908	0.934	0.007595982	chr10_1921695
chr10	1921703	0.4588	0.8785	0.274318945	chr10_1921703
chr10	1921844	0.516	0.6426	0.294633588	chr10_1921844
chr10	1921949	-0.3163	0.8058	0.507429334	chr10_1921949
chr10	1922	0.1819	0.6367	0.711014809	chr10_1922
chr10	1922382	-0.2077	0.4377	0.597661452	chr10_1922382
chr10	1922437	-0.1471	0.5665	0.752683192	chr10_1922437
chr10	1922556	0.5337	0.6652	0.282584662	chr10_1922556
chr10	1922672	-0.1047	0.4527	0.795342516	chr10_1922672
chr10	1922705	-1.046	0.4619	0.010672277	chr10_1922705
chr10	1922754	-0.4083	0.5308	0.364072198	chr10_1922754
chr10	1922844	0.08143	0.2356	0.722110639	chr10_1922844
chr10	1922877	0.02563	0.3928	0.943435668	chr10_1922877
chr10	1922879	-0.2319	0.3673	0.497257499	chr10_1922879
chr10	1922892	-0.0467	0.3748	0.893089026	chr10_1922892
chr10	1922950	-0.1429	0.2276	0.51907088	chr10_1922950
chr10	1925	-0.4222	0.5209	0.342360273	chr10_1925
chr10	19305840	-0.7078	0.5559	0.125588694	chr10_19305840
chr10	19305860	-0.2246	0.5559	0.626930999	chr10_19305860
chr10	19308292	0.7569	0.7793	0.121161755	chr10_19308292
chr10	19308357	-0.1248	0.4525	0.757111776	chr10_19308357
chr10	19308365	-0.09363	0.3336	0.76591652	chr10_19308365
chr10	19326295	-0.1147	0.6885	0.818317118	chr10_19326295
chr10	19331709	0.3495	0.5594	0.451003124	chr10_19331709
chr10	19332279	0.5622	0.8216	0.230004962	chr10_19332279
chr10	19332305	0.2073	0.3753	0.551230228	chr10_19332305
chr10	19332320	0.6039	0.4968	0.161317205	chr10_19332320
chr10	19332325	0.5209	0.4435	0.190044363	chr10_19332325
chr10	19332335	0.2785	0.4379	0.479303704	chr10_19332335
chr10	19332356	-0.03466	0.4878	0.935128277	chr10_19332356
chr10	19332360	0.04002	0.3849	0.910304772	chr10_19332360
chr10	19332362	0.565	0.4822	0.181066491	chr10_19332362
chr10	19332386	0.1612	0.4602	0.693179202	chr10_19332386
chr10	19332396	-0.1499	0.5412	0.741865379	chr10_19332396
chr10	19332400	-0.003569	0.5066	0.993480444	chr10_19332400
chr10	19332416	0.2933	0.6345	0.549800334	chr10_19332416
chr10	19332418	0.4144	0.7723	0.398298907	chr10_19332418
chr10	19332425	0.5492	0.6538	0.26693558	chr10_19332425
chr10	19332427	0.3024	0.6669	0.542838815	chr10_19332427
chr10	19332449	-0.001987	0.551	0.99655209	chr10_19332449
chr10	19332479	0.07785	0.2821	0.773615567	chr10_19332479
chr10	19332485	0.02282	0.2825	0.932890411	chr10_19332485
chr10	19332488	0.2682	0.3545	0.41845473	chr10_19332488
chr10	19332500	0.08556	0.2375	0.710738858	chr10_19332500
chr10	19332506	0.1154	0.2134	0.579908166	chr10_19332506
chr10	19332513	0.2764	0.2397	0.234938202	chr10_19332513
chr10	19332518	0.1386	0.2933	0.621099652	chr10_19332518
chr10	19332522	0.01909	0.3173	0.949414346	chr10_19332522
chr10	19332531	0.108	0.2936	0.700380812	chr10_19332531
chr10	19332536	-0.3591	0.3363	0.256862906	chr10_19332536
chr10	19332542	0.2732	0.3152	0.361081186	chr10_19332542
chr10	19332599	-0.1928	0.6507	0.696384948	chr10_19332599
chr10	19332605	-0.6003	0.6836	0.228908828	chr10_19332605
chr10	19332607	-0.2737	0.6919	0.583763192	chr10_19332607
chr10	19332615	-0.4707	0.7333	0.345122838	chr10_19332615
chr10	19332619	-0.2597	0.7715	0.596749115	chr10_19332619
chr10	19332694	0.7097	0.7709	0.148365048	chr10_19332694
chr10	19332732	0.4493	0.3082	0.125420025	chr10_19332732
chr10	19332792	0.2622	0.2043	0.189837768	chr10_19332792
chr10	19332804	0.2311	0.2006	0.239616027	chr10_19332804
chr10	19332840	0.4468	0.4608	0.274603526	chr10_19332840
chr10	19332842	0.2406	0.3371	0.448386501	chr10_19332842
chr10	1933629	0.2224	0.9354	0.501321116	chr10_1933629
chr10	19348765	0.0484	0.6264	0.921040238	chr10_19348765
chr10	1935149	-0.1449	0.6473	0.769002786	chr10_1935149
chr10	19357849	-0.4052	0.3202	0.181618449	chr10_19357849
chr10	19357860	-0.4971	0.3845	0.161359979	chr10_19357860
chr10	19384491	-0.1204	0.485	0.776510805	chr10_19384491
chr10	1940493	0.02964	0.4926	0.944877236	chr10_1940493
chr10	19404959	-0.3985	0.3252	0.195032509	chr10_19404959
chr10	1940499	-0.8557	0.5942	0.073382086	chr10_1940499
chr10	19405033	-0.006359	0.2294	0.977279616	chr10_19405033
chr10	1940543	-0.4271	0.5727	0.362964386	chr10_1940543
chr10	1941	0.8715	0.6032	0.070071207	chr10_1941
chr10	19415162	0.2348	0.3127	0.429222622	chr10_19415162
chr10	19429491	-0.05342	0.5248	0.904814369	chr10_19429491
chr10	1942950	-0.4246	0.7019	0.39571915	chr10_1942950
chr10	19430728	0.09948	0.4364	0.799994635	chr10_19430728
chr10	19430750	1.156	0.489	0.006725551	chr10_19430750
chr10	19430752	0.4877	0.5258	0.275518464	chr10_19430752
chr10	19430901	-0.4501	0.4614	0.271529657	chr10_19430901
chr10	19430976	-0.6426	0.3128	0.030550145	chr10_19430976
chr10	19430998	-0.2234	0.2876	0.417343157	chr10_19430998
chr10	19431046	-0.05616	0.4198	0.882820395	chr10_19431046
chr10	19431111	0.1249	0.2442	0.597892142	chr10_19431111
chr10	19432948	-0.2355	0.5081	0.59048642	chr10_19432948
chr10	19434299	0.1787	0.1786	0.309196232	chr10_19434299
chr10	19446077	-0.2046	0.5081	0.640125762	chr10_19446077
chr10	19446092	-0.01766	0.2225	0.93511466	chr10_19446092
chr10	19447861	-0.2174	0.4285	0.57444729	chr10_19447861
chr10	19465908	-0.3253	0.5248	0.466496395	chr10_19465908
chr10	19466047	0.1234	0.4767	0.768394927	chr10_19466047
chr10	19466177	-0.1051	0.3483	0.747522199	chr10_19466177
chr10	19468355	0.01992	0.217	0.925078963	chr10_19468355
chr10	19468394	-0.08153	0.4643	0.842838859	chr10_19468394
chr10	19474125	-0.2558	0.3133	0.389924176	chr10_19474125
chr10	1947580	1.127	0.6398	0.021906322	chr10_1947580
chr10	1947648	-0.295	0.5194	0.506275245	chr10_1947648
chr10	19477088	0.2465	0.4087	0.508712228	chr10_19477088
chr10	19477116	0.556	0.3773	0.111556734	chr10_19477116
chr10	1947795	-0.03537	0.5184	0.936406431	chr10_1947795
chr10	1948403	0.1048	0.7942	0.828086206	chr10_1948403
chr10	19484316	-0.345	0.3395	0.279978523	chr10_19484316
chr10	19484324	-0.4142	0.3317	0.185616751	chr10_19484324
chr10	19484497	-0.04203	0.5231	0.924890664	chr10_19484497
chr10	1948509	-0.07526	0.5743	0.872820161	chr10_1948509
chr10	1948532	-0.3863	0.7686	0.432073914	chr10_1948532
chr10	19485889	-0.345	0.6225	0.478848418	chr10_19485889
chr10	194859	0.1985	0.3503	0.545185076	chr10_194859
chr10	1948603	0.6553	0.3016	0.022675295	chr10_1948603
chr10	1948708	-0.06392	0.2928	0.819403632	chr10_1948708
chr10	1948816	-0.7766	0.4154	0.039856127	chr10_1948816
chr10	1948833	0.1065	0.732	0.830898911	chr10_1948833
chr10	19488625	0.04033	0.3072	0.890277336	chr10_19488625
chr10	19488644	0.4369	0.3673	0.200938802	chr10_19488644
chr10	19488713	-0.3345	0.4542	0.408437102	chr10_19488713
chr10	19489823	-0.1191	0.3502	0.716542384	chr10_19489823
chr10	19489831	-0.9227	0.4168	0.014875456	chr10_19489831
chr10	19489833	-0.1795	0.4133	0.633396967	chr10_19489833
chr10	19489839	-0.3553	0.3639	0.294529756	chr10_19489839
chr10	19489842	-0.3383	0.3201	0.264613323	chr10_19489842
chr10	19489857	-0.2249	0.2944	0.424086286	chr10_19489857
chr10	19489878	0.006221	0.2286	0.977699099	chr10_19489878
chr10	19489881	-0.1029	0.2257	0.63979134	chr10_19489881
chr10	19489889	-0.2778	0.2246	0.204335979	chr10_19489889
chr10	19489891	-0.1032	0.1934	0.586525765	chr10_19489891
chr10	19489899	-0.03707	0.2319	0.869468872	chr10_19489899
chr10	19489903	-0.233	0.2145	0.266080923	chr10_19489903
chr10	19489928	-0.2423	0.3344	0.441986721	chr10_19489928
chr10	19489934	-0.461	0.416	0.22298713	chr10_19489934
chr10	19489951	-0.1557	0.3689	0.649761742	chr10_19489951
chr10	19489991	0.003786	0.3877	0.991547468	chr10_19489991
chr10	19489993	-0.07955	0.4315	0.838071238	chr10_19489993
chr10	19489996	-0.2927	0.437	0.456476583	chr10_19489996
chr10	1949	0.6807	0.4223	0.075366123	chr10_1949
chr10	19490002	-0.09776	0.4788	0.816096808	chr10_19490002
chr10	19490022	-0.5483	0.4514	0.173437335	chr10_19490022
chr10	19490041	-0.08783	0.4042	0.812218761	chr10_19490041
chr10	19493873	0.3133	0.3317	0.316724386	chr10_19493873
chr10	19493927	0.04905	0.3781	0.888557133	chr10_19493927
chr10	19495035	0.5219	0.2416	0.026005533	chr10_19495035
chr10	19495054	-0.1011	0.2587	0.685791604	chr10_19495054
chr10	19496700	0.08553	0.6543	0.862764534	chr10_19496700
chr10	19496779	0.1467	0.3865	0.680675685	chr10_19496779
chr10	1950078	-0.09526	0.236	0.677865791	chr10_1950078
chr10	1950093	-0.06694	0.2637	0.792424314	chr10_1950093
chr10	1950099	-0.001309	0.2644	0.995904063	chr10_1950099
chr10	1950125	0.2778	0.2871	0.312431532	chr10_1950125
chr10	1950136	-0.04529	0.3016	0.874850939	chr10_1950136
chr10	1950370	0.187	0.6204	0.700739573	chr10_1950370
chr10	195042	0.297	0.4714	0.474983462	chr10_195042
chr10	1950868	0.6886	0.4746	0.099274874	chr10_1950868
chr10	1950883	-0.002015	0.4276	0.99584068	chr10_1950883
chr10	1951478	-0.05624	0.333	0.857850277	chr10_1951478
chr10	1951507	0.0145	0.4264	0.970010906	chr10_1951507
chr10	1951537	0.4975	0.7817	0.307496061	chr10_1951537
chr10	1951577	-0.1471	0.2494	0.542483634	chr10_1951577
chr10	19517506	-0.5866	0.5114	0.181943125	chr10_19517506
chr10	19517714	-0.1981	0.3067	0.497383125	chr10_19517714
chr10	19521564	-0.1761	0.6603	0.722498549	chr10_19521564
chr10	19521592	-0.5953	0.5582	0.198669806	chr10_19521592
chr10	19521623	-0.1344	0.3778	0.700815885	chr10_19521623
chr10	19521639	-0.5876	0.4192	0.122607185	chr10_19521639
chr10	19521685	1.133	0.6478	0.021684904	chr10_19521685
chr10	19524554	-0.5355	0.4045	0.1477377	chr10_19524554
chr10	19524587	0.1869	0.6031	0.697640697	chr10_19524587
chr10	19527042	-0.2487	0.4609	0.543168358	chr10_19527042
chr10	19527071	0.2487	0.4479	0.534576135	chr10_19527071
chr10	19527074	0.5352	0.4056	0.14885058	chr10_19527074
chr10	19531653	0.5608	0.1899	0.002630891	chr10_19531653
chr10	19531680	0.3971	0.2958	0.159917014	chr10_19531680
chr10	19532141	0.9641	0.4704	0.020203925	chr10_19532141
chr10	19532163	0.7134	0.443	0.07245356	chr10_19532163
chr10	19532165	0.5542	0.4058	0.135107483	chr10_19532165
chr10	19532177	0.5761	0.424	0.133547736	chr10_19532177
chr10	19532244	0.6762	0.5112	0.123787747	chr10_19532244
